,FEOOS Event Date,Delivery Date,Brand Name,Item Name,Warehouse,Location Name,Overrode Skip Inventory Check (Yes / No),Skip OOS Orders,Quantity of FEOOS Items Requested in Sales Units
1,2026-04-23,2026-04-24,Monin,Monin Peach Smoothie 46oz,DFW1,White Rhino - ARLINGTON - 401 East Border St - Store #5,No,Disabled,2
2,2026-04-23,2026-04-24,Torani,Torani Salted Caramel Syrup 1L Plastic Bottle,DEN1,Oo-De-Lally Coffee - 200 Perry St,No,Disabled,1
3,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Sweet Harbor Coffee - 1353 Old Northern Boulevard,No,Disabled,1
4,2026-04-23,2026-04-24,Viele & Sons,Honey Packets 9g,LAX1,Krisp Fresh Living - 15625 Alton Parkway,No,Disabled,1
5,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Cafe Cito (Suavecito) - 400 West 4th Street,No,Disabled,1
6,2026-04-23,2026-04-25,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Foreigner NYC - 64 West 21st Street,No,Disabled,3
7,2026-04-23,2026-04-25,Matcha.com,Pura Vida Organic A grade (MKO-A) - 30g tin,LAX1,Pura Vida Miami - Malibu - 23465 Civic Center Way,No,Disabled,1
8,2026-04-23,2026-04-29,Karat,Karat Clear Vinyl Powder-Free Gloves - Large (FP-GV1008),CLT1,Haywood Famous - 508 Haywood Road,No,Disabled,1
9,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Chafinity - 3455 South Sheffield Road,No,Disabled,15
10,2026-04-23,2026-04-30,Fabbri 1905,Strawberry Delipaste,PWM1,Puritan Backroom Restaurant - 245 Hooksett Road,No,Disabled,12
11,2026-04-23,2026-04-28,Blue Durango,Blue Durango Iced Tea - Charmed Voodoo 16oz Can,ATL1,Liberty House Restaurant Corp. - Bone's - 3130 Piedmont Rd NE,No,Disabled,1
12,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Phin Smith - 12921 Main Street,No,Disabled,1
13,2026-04-23,2026-04-28,Monin,Monin Coconut Syrup 750ml Glass,HOU1,Art Of Coffee - 1849 El Dorado Boulevard,No,Disabled,1
14,2026-04-23,2026-04-26,Toddy,Toddy Paper Filter & Strainer Pack,EWR1,Think Coffee - Nomad,No,Disabled,1
15,2026-04-23,2026-04-27,Kimbo Coffee,Kimbo Espresso Pods Napoli,ATL1,Liberty House Restaurant Corp. - Bone's - 3130 Piedmont Rd NE,No,Disabled,2
16,2026-04-23,2026-04-24,Rishi,Rishi Classic Black Iced Tea 1gal Filters,EWR1,Volare Espresso - 199 5th Avenue,No,Disabled,1
17,2026-04-23,2026-04-27,Liquid Death,Liquid Death Sparkling Water 19.2oz,ATL1,Cherry Street Energy - 1000 Marietta St NW,No,Disabled,3
18,2026-04-23,2026-04-24,Liquid Death,Liquid Death Sparkling Water 19.2oz,ATL1,BRASH Coffee Roasters - 1235 Chattahoochee Avenue Northwest,No,Disabled,1
19,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,The Little Marionette - 3570 Motor Avenue,No,Disabled,1
20,2026-04-23,2026-04-25,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Reborn Coffee - 05-MV - 3180 North Sepulveda Boulevard,No,Disabled,1
21,2026-04-23,2026-04-30,Dreyers,Dreyers Tollhouse Sandwich,BLI1,MERIDIAN STORES LLC - JOE'S CHEVERON SEHOME,No,Disabled,4
22,2026-04-23,2026-04-24,Monin,Monin Sugar Free Caramel Syrup 1 Liter Plastic Bottle,DEN1,CSU - Sweet Sinsations,No,Disabled,2
23,2026-04-23,2026-04-24,Monin,Monin Sugar Free Hazelnut Syrup 750ml Glass,DEN1,CSU - Sweet Sinsations,No,Disabled,2
24,2026-04-23,2026-04-24,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,The Spot Café - 500 New Jersey 10,No,Disabled,1
25,2026-04-23,2026-04-25,Greenware,Greenware Compostable Sip Thru Lid 16 - 24oz,EWR1,Getaway - 158 Green Street,No,Disabled,1
26,2026-04-23,2026-04-27,DaVinci Gourmet,Da Vinci SUGAR FREE Caramel Syrup 750 ml PLASTIC Bottle,MDT1,Frederick Coffee Co & Cafe - 100 North East Street,No,Disabled,2
27,2026-04-23,2026-04-24,Monin,Monin Pure Cane Syrup 750ml Glass,DEN1,CSU - Sweet Temptations,No,Disabled,1
28,2026-04-23,2026-04-24,1883,1883 Mango Syrup 1L PLASTIC,MIA1,Bake Shack DAYTIME - 238 South Federal Highway,No,Disabled,1
29,2026-04-23,2026-04-25,Little West,Little West Detox Greens 12oz (Case 9x),LAX1,Reborn Coffee - 05-MV - 3180 North Sepulveda Boulevard,No,Disabled,1
30,2026-04-23,2026-04-24,Dream,Dream Organic Original Rice Milk 32oz,DFW1,Cafe Duro - 2804 Greenville Avenue,No,Disabled,7
31,2026-04-23,2026-04-24,BKE Kombucha,BKE Pear & Chrysanthemum Kombucha,EWR1,Newtown Restaurant - 55 Waterbury Street,No,Disabled,1
32,2026-04-23,2026-04-25,Greenware,Greenware Compostable Cold Cup 12oz,EWR1,Think Coffee - Gramercy,No,Disabled,1
33,2026-04-23,2026-04-27,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,PlantShed Cafe - 47 East Palisade Avenue,No,Disabled,3
34,2026-04-23,2026-04-29,Oatly,Oatly Half & Half 32oz Carton,SEA1,Legacy Coffee Snohomish - 2606 Bickford Avenue,No,Disabled,1
35,2026-04-23,2026-04-24,LesserEvil,LesserEvil Himalayan Gold - 18 / 0.88 oz bag,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
36,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Simple 375mL Bottle (Small Bottle),LAX1,Dura Coffee - 7306 Beverly Boulevard,No,Disabled,1
37,2026-04-23,2026-04-24,Boylan Bottling Company,Boylan Bottling Co. Creme Soda 12oz Bottle,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
38,2026-04-23,2026-04-25,Greenware,Greenware Compostable Sip Thru Lid 16 - 24oz,EWR1,Sweetbee BK - 1039A Fulton Street,No,Disabled,2
39,2026-04-23,2026-04-24,1883,1883 Pistachio Syrup 1L Glass,PDX1,Cafe Zamora - 3602 Southeast Powell Boulevard,No,Disabled,1
40,2026-04-23,2026-04-24,Rishi,Rishi Organic Peach Black Iced Tea 1gal Filters,EWR1,Common Address - 305 West 60th Street,No,Disabled,1
41,2026-04-23,2026-04-24,Monin,Monin Coconut Syrup 750ml Glass,LAX1,Daily Brew Coffee House - 2955 Van Buren Boulevard,No,Disabled,2
42,2026-04-23,2026-04-24,Rockview Family Farms,Rockview Organic Whole Milk 1/2 Gallon,LAX1,Memory Look - 2889 West Olympic Boulevard,No,Disabled,120
43,2026-04-23,2026-04-24,Monin,Monin Ruby Red Grapefruit Syrup 1L Plastic,EWR1,USHG - Art Food - 30 West 54th Street,No,Disabled,6
44,2026-04-23,2026-04-27,Rishi,Rishi Tea Organic Fair Trade Jasmine Green Tea 1lb Bag,CLT1,Salud Cerveceria - 3306 North Davidson Street,No,Disabled,1
45,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Dres - 908 South Broadway,No,Disabled,20
46,2026-04-23,2026-04-24,1883,1883 Syrup Pump (Plastic),EWR1,Le Cafe - 7 East 14th Street,No,Disabled,1
47,2026-04-23,2026-04-24,Topo Chico,Topo Chico Sparkling Mineral Water 12oz,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
48,2026-04-23,2026-04-24,Humankind,Humankind Organic Lavender Lemonade 16oz,CLT1,Roots Cafe - 2135 Southend Drive,No,Disabled,1
49,2026-04-23,2026-04-25,Rishi,Rishi Botanicals Black Lemon 12oz,EWR1,Little Cupcake Bakeshop - 995 Flushing Avenue,No,Disabled,1
50,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Organic Blue Agave 44oz,EWR1,Treehouse Coffee Shop - 205 Brunswick Street,No,Disabled,1
51,2026-04-23,2026-04-24,Monin,Monin Brilliance Glacier Clear Natural Energy 64oz Bottle,DFW1,White Rhino - WAXAHACHIE - 414 West Main Street - Store #3,No,Disabled,1
52,2026-04-23,2026-04-24,Holy Kakow,Holy Kakow Organic Coconut Syrup 750mL,PWM1,Brew'd Awakening Coffeehaus - DELIVERY - 61 Market St,No,Disabled,2
53,2026-04-23,2026-04-27,DaVinci Gourmet,Da Vinci Vanilla Syrup 750 ml PLASTIC Bottle,MDT1,Zi Pani Cafe Bistro - 177 Thomas Johnson Dr,No,Disabled,2
54,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Bodhi Leaf Coffee - 20025 Lake Forest Drive,No,Disabled,1
55,2026-04-23,2026-04-24,Rishi,Rishi Tea Organic Peach Blossom 250g Bag,CLT1,Summit Coffee - 416 East 36th Street,No,Disabled,1
56,2026-04-23,2026-04-24,Torani,Torani SUGAR FREE CLASSIC CARAMEL Syrup with Splenda 750ml Glass Bottle,PWM1,"Aroma Joe's (master) - Waterboro, ME # 44 - 236 Main St",No,Disabled,4
57,2026-04-23,2026-04-29,Ghirardelli,Ghirardelli White Frappe  3.12lb Can,PWM1,Port City Coffee Roasters - 801 Islington Street,No,Disabled,1
58,2026-04-23,2026-04-25,The Stroop Club,Stroopwafel Gluten Free Caramel 2 Packs,EWR1,Brooklyn Bouldering Project - 575 Degraw Street,No,Disabled,4
59,2026-04-23,2026-04-28,Dr. Smoothie,Dr. Smoothie 100% Crushed Strawberry 46oz,SEA1,Aroma Coffee Co. - 33429 Redmond-Fall City Road Southeast,No,Disabled,3
60,2026-04-23,2026-04-24,Something & Nothing,Something & Nothing Hibiscus & Rose Seltzer - 11.15oz,EWR1,Think Coffee - Bleecker,No,Disabled,1
61,2026-04-23,2026-04-24,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,Jefferson's Coffee - 1001 Madison Street,No,Disabled,1
62,2026-04-23,2026-04-24,BKE Kombucha,"BKE Citrus, Coriander, & Ginger Kombucha",EWR1,Newtown Restaurant - 55 Waterbury Street,No,Disabled,1
63,2026-04-23,2026-04-25,Rishi,Rishi Classic Black Iced Tea 1gal Filters,EWR1,NASA cafe - 653 10th Avenue,No,Disabled,1
64,2026-04-23,2026-04-24,SOLO,"Solo Clear Plastic Straw-less Flat Sip Lid, 16-24 oz",ATL1,illy Cafe - 264 19th St NW - Suite 2140,No,Disabled,1
65,2026-04-23,2026-04-24,Big Train,Big Train Spiced Chai 3.5lb Bag,EWR1,Battery Place Market 77 - 70 Little West Street,No,Disabled,2
66,2026-04-23,2026-04-24,Rishi,Rishi Tea Organic Yuzu Peach Green Sachets,CLT1,Lodi Coffee` - 4 Vanderhorst Street,No,Disabled,1
67,2026-04-23,2026-04-27,Mush,Mush Peanut Butter Overnight Oats 5oz,DCA1,"Gibson, Dunn & Crutcher LLP - 1150 17th St NW #900",No,Disabled,10
68,2026-04-23,2026-04-27,DaVinci Gourmet,Da Vinci SUGAR FREE Caramel Syrup 750 ml PLASTIC Bottle,MDT1,Zi Pani Cafe Bistro - 177 Thomas Johnson Dr,No,Disabled,1
69,2026-04-23,2026-04-27,Island Oasis,Island Oasis Banana Aseptic Liter(s),MDT1,Zi Pani Cafe Bistro - 177 Thomas Johnson Dr,No,Disabled,6
70,2026-04-23,2026-04-24,Ghirardelli,Ghirardelli White Frappe  3.12lb Can,PWM1,Agawam Java Stop - 1226 Springfield Street,No,Disabled,15
71,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Haute Cakes - 1807 Westcliff Drive,No,Disabled,3
72,2026-04-23,2026-04-24,Ghirardelli,Ghirardelli Chocolate Frappe 3.12lb Can,SEA1,Grounds Coffee Co - 15012 Juanita Drive Northeast,No,Disabled,1
73,2026-04-23,2026-04-24,Tenzo,Tenzo Organic Ceremonial Matcha 400g Bag,CLT1,The Wandering Cup - 121 West Main Avenue,No,Disabled,1
74,2026-04-23,2026-04-27,Monin,Monin Sugar Free Vanilla Syrup 750ml Glass,CLT1,Premium Matcha Cafe Maiko - 8128 Providence Road,No,Disabled,2
75,2026-04-23,2026-04-27,Olipop,Olipop Prebiotic Soda - Lemon Lime 12 fl oz (Shelf Stable Sleek Cans),ATL1,Cultured South - 1038 White Street Southwest,No,Disabled,1
76,2026-04-23,2026-04-25,Karat,Karat Earth Compostable PLA Clear Cold Cup 16 oz (KE-KC16),EWR1,ACRE - 64 Meserole Avenue,No,Disabled,1
77,2026-04-23,2026-04-24,Barista 22,Barista 22 Almond Syrup 750ml,LAX1,Cafe Cito (Suavecito) - 400 West 4th Street,No,Disabled,4
78,2026-04-23,2026-04-24,Poppy's,Poppy's Rosemary Loaf - 1 / 112 ct box,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,4
79,2026-04-23,2026-04-27,Karat,"Karat PET Strawless Sipper Lid, 12-24oz (C-KC626TS-SHNE)",SEA1,Cafe Feva - 3663 Stone Way North,No,Disabled,1
80,2026-04-23,2026-04-24,Monin,Monin Sugar Free Vanilla Syrup 750ml Glass,DEN1,House of Vibes - Silverthorne - 191 Blue River Parkway,No,Disabled,1
81,2026-04-23,2026-04-24,Alldae,Alldae Superfruit Soda - Ginger Yuzu 12oz Can,MIA1,Panther Coffee - 5934 Northwest 2nd Avenue,No,Disabled,2
82,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Uptaco - 300 W 135th St,No,Disabled,1
83,2026-04-23,2026-04-24,Viele & Sons,Honey Packets 9g,LAX1,Bodhi Leaf Coffee - 18659 Yorba Linda Boulevard,No,Disabled,1
84,2026-04-23,2026-04-24,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,BRASH Coffee Roasters - 130 West Paces Ferry Road Northwest,No,Disabled,1
85,2026-04-23,2026-04-24,Monin,Monin Sugar Free Vanilla Syrup 750ml Glass,DEN1,CSU - Sweet Temptations,No,Disabled,4
86,2026-04-23,2026-04-24,Monin,Monin Brilliance Sugar Free Glacier Clear Natural Energy 64oz Bottle,DFW1,White Rhino - WAXAHACHIE - 414 West Main Street - Store #3,No,Disabled,1
87,2026-04-23,2026-04-24,Edaleen,Edaleen Buttermilk 1/2 Gallon,BLI1,ISLANDER GROCERY - 2106 S Nugent Rd - PICKUP,No,Disabled,1
88,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Reborn Coffee - 01-BR - 3373 East Imperial Highway,No,Disabled,1
89,2026-04-23,2026-04-24,Monin,Monin Mojito Mix Syrup 750ml Glass,LAX1,"Requiem Coffee, Tea, and Fantasy - 280 South Clementine Street",No,Disabled,7
90,2026-04-23,2026-04-24,Torani,Torani Real Fruit Mango Smoothie Mix 64 oz. Bottle(s),SEA1,Seas the Day Cafe - 1205 Craftsman Way,No,Disabled,1
91,2026-04-23,2026-04-27,1883,1883 Blueberry Syrup 1L GLASS,CLT1,The Suffolk Punch - 4400 Sharon Road,No,Disabled,3
92,2026-04-23,2026-04-24,DaVinci Gourmet,Da Vinci SUGAR FREE Raspberry Syrup 750 ml PLASTIC Bottle,DEN1,Campus Grind - Aims Community College - 5401 West 20th St,No,Disabled,1
93,2026-04-23,2026-04-27,Humankind,Humankind Organic Lavender Lemonade 16oz,HOU1,FLO Paris Bakery - Coffee - 5757 Westheimer Road,No,Disabled,1
94,2026-04-23,2026-04-24,Dr. Smoothie,Dr. Smoothie Horchata 3.5 lb. Bag,PDX1,Kilo D'Cofi - 600 Southwest Pine Street,No,Disabled,1
95,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,The Little Marionette - 3570 Motor Avenue,No,Disabled,2
96,2026-04-23,2026-04-25,Matcha.com,Pura Vida Organic A grade (MKO-A) - 30g tin,LAX1,Pura Vida Miami - Beverly Hills - 439 North Beverly Drive,No,Disabled,1
97,2026-04-23,2026-04-24,Monin,Monin Organic Honey Sweetener 1L Plastic,DFW1,White Rhino - Roastery Café - 1607 Fort Worth Ave - Store #20,No,Disabled,1
98,2026-04-23,2026-04-28,Rishi,Rishi Tea Organic Fair Trade Hibiscus Berry Caffeine Free 1lb Bag,CLT1,Platform Coffee - 11011 Monroe Road,No,Disabled,1
99,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Joshua Tree Coffee Co - 61738 29 Palms Highway,No,Disabled,1
100,2026-04-23,2026-04-24,Big Train,Big Train Spiced Chai 3.5lb Bag,CLT1,Hilltop Coffee - 10227 Mallard Creek Road,No,Disabled,1
101,2026-04-23,2026-04-25,Rishi,Rishi Organic Peach Black Iced Tea 1gal Filters,EWR1,NASA cafe - 653 10th Avenue,No,Disabled,1
102,2026-04-23,2026-04-24,Tenzo,Tenzo Organic Ceremonial Matcha 400g Bag,CLT1,Lodi Coffee` - 4 Vanderhorst Street,No,Disabled,5
103,2026-04-23,2026-04-25,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Dae Day - 485 Lexington Avenue,No,Disabled,1
104,2026-04-23,2026-04-24,Monin,Monin Sugar Free Vanilla Syrup 750ml Glass,DEN1,KTKT LLC (DBA. Cuppy's Coffee) - 353 West Drake Road #120,No,Disabled,1
105,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Simple Syrup 750ml,LAX1,The Pour Kids Inc. - 2967 Randolph Avenue,No,Disabled,1
106,2026-04-23,2026-04-24,Monin,Monin Spiced Brown Sugar Syrup 750ml Glass,DEN1,Blue Mug Coffee - Greeley - 1923 59th Avenue,No,Disabled,1
107,2026-04-23,2026-04-24,BKE Kombucha,BKE Yerba Mate & Lemon Kombucha,EWR1,Newtown Restaurant - 55 Waterbury Street,No,Disabled,1
108,2026-04-23,2026-04-24,Lotus Plant Power,Lotus Power Up Energy Concentrate 1/2 Gallon,MDT1,The Daily Grind Quarryville - 1 S Church St,No,Disabled,6
109,2026-04-23,2026-04-24,Perrier,Perrier Sparkling Water 330mL,LAX1,Chafinity - 3455 South Sheffield Road,No,Disabled,10
110,2026-04-23,2026-04-24,Karat,"Karat Earth Compostable White Giant Straw, Wrapped, 7.75"" (KE-C9240 (White))",EWR1,Three Jewels Outreach Center - 5 East 3rd Street,No,Disabled,1
111,2026-04-23,2026-04-24,Humankind,Humankind Orange Juice 10oz,PWM1,The Blue Coffee House - 84 Main Street,No,Disabled,1
112,2026-04-23,2026-04-24,Barista 22,Barista 22 Coconut Syrup 750ml,LAX1,Cafe Cito (Suavecito) - 400 West 4th Street,No,Disabled,4
113,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Jasper - 327 Marine Avenue,No,Disabled,4
114,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Go Get Em Tiger - Fountain - 6344 Fountain Avenue,No,Disabled,1
115,2026-04-23,2026-04-24,1883,1883 Dragon Fruit Lime Refresher 1L Bottle,EWR1,Volare Espresso - 199 5th Avenue,No,Disabled,3
116,2026-04-23,2026-04-25,Karat,Karat White Paper Bags - 4lb (FP-SOS04W),EWR1,The Sconery - 39-39 47th Avenue,No,Disabled,1
117,2026-04-23,2026-04-24,Art of Tea,Art Of Tea - Hibiscus Cooler Iced Tea Sachets,EWR1,Pura Vida Miami - PV Williamsburg - 25 Kent Avenue,No,Disabled,1
118,2026-04-23,2026-04-24,1883,1883 Chocolate Sauce 1.89L,MIA1,Haute Coffee - 20922 Sheridan St,No,Disabled,18
119,2026-04-23,2026-04-24,Humankind,Humankind Apple Juice 10oz,PWM1,The Blue Coffee House - 84 Main Street,No,Disabled,1
120,2026-04-23,2026-04-27,Pacific Foods,Pacific Barista Almond Milk 32oz,DFW1,Voltage - Trinity Street Coffee Bar - 110 North Trinity Street,No,Disabled,2
121,2026-04-23,2026-04-25,Kimino,Kimino Yuzu Sparkling Juice - Glass Bottle,EWR1,Kona Coffee and Co - Kona Coffee and Company,No,Disabled,1
122,2026-04-23,2026-04-24,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,Americano - 957 Broadway,No,Disabled,3
123,2026-04-23,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Four & Twenty Blackbirds - 439 3rd Avenue,No,Disabled,1
124,2026-04-23,2026-04-24,Karat,Karat U-Shape Clear Cold Cup 16oz (C-KC16-U),EWR1,Code Brew - 71 Boyle Avenue,No,Disabled,1
125,2026-04-23,2026-04-24,Monin,Monin Banana Syrup 750ml Glass,DEN1,Cocos Cafe LLC - 6560 W 29th St,No,Disabled,2
126,2026-04-23,2026-04-24,Something & Nothing,Something & Nothing Mango & Thai Basil Seltzer - 11.15oz,EWR1,Green Lane Coffee - 204 West 96th Street,No,Disabled,1
127,2026-04-23,2026-04-24,Rishi,Rishi Organic Peach Black Iced Tea 1gal Filters,EWR1,Moa Coffee Inc - 31-86 37th Street,No,Disabled,1
128,2026-04-23,2026-04-24,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,BRASH Coffee Roasters - 667 Auburn Avenue Northeast,No,Disabled,1
129,2026-04-23,2026-04-24,Tenzo,Tenzo Organic Ceremonial Matcha 400g Bag,CLT1,The Wandering Cup - 900 South Fork Village Drive,No,Disabled,1
130,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Simple Syrup 750ml,LAX1,Heritage Square Museum - 3800 Homer Street,No,Disabled,1
131,2026-04-23,2026-04-24,Big Train,Big Train Spiced Chai 3.5lb Bag,EWR1,Cafexico - 515 4th Street,No,Disabled,1
132,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Greenburg Cafe - 55 Franklin Street,No,Disabled,6
133,2026-04-23,2026-04-24,1883,1883 Tiramisu Syrup 1L Glass Bottle,LAX1,Chai Boys LLC - 177 North Glassell Street,No,Disabled,7
134,2026-04-23,2026-04-27,Oatly,Oatly Original Oatmilk 32oz,EWR1,M & E Group Inc - 153 Morgan Street,No,Disabled,2
135,2026-04-23,2026-04-24,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,BRASH Coffee Roasters - BRASH Coffee Howell Mill,No,Disabled,1
136,2026-04-23,2026-04-24,BKE Kombucha,BKE Mango Kombucha,EWR1,Newtown Restaurant - 55 Waterbury Street,No,Disabled,1
137,2026-04-23,2026-04-24,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,EWR1,Marathon Coffee - 1592 3rd Avenue,No,Disabled,1
138,2026-04-23,2026-04-24,Karat,Karat PET Cold Cup 20oz (C-KC20),EWR1,Kona Coffee and Co - 100 Park Avenue,No,Disabled,1
139,2026-04-23,2026-04-25,Rishi,Rishi Tea Blueberry Hibiscus (Organic) 50 Sachets,EWR1,Madman Espresso - 234 West 35th Street,No,Disabled,1
140,2026-04-23,2026-04-24,Liquid Death,Liquid Death Sparkling Water 19.2oz,ATL1,Cherry Street Energy - 1000 Marietta St NW,No,Disabled,3
141,2026-04-23,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Mixed Ingredients - 71 Orchard Street,No,Disabled,1
142,2026-04-23,2026-04-24,Rockview Family Farms,Rockview Organic Fat Free Milk 1/2 Gallon,LAX1,Bodhi Leaf Coffee - 109 West Santa Fe Avenue,No,Disabled,2
143,2026-04-23,2026-04-24,1883,1883 Caramelized Peanut Syrup 1L Glass,CLT1,The Wandering Cup - 121 West Main Avenue,No,Disabled,2
144,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Birch Coffee - 62nd - Upper East,No,Disabled,1
145,2026-04-23,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Mori Coffee - 529 2nd Avenue,No,Disabled,1
146,2026-04-23,2026-04-24,Rishi,Rishi Tea Organic Earl Grey Sachets,MDT1,"Davenport Coffee Lounge, SIS - 4400 Massachusetts Ave NW",No,Disabled,1
147,2026-04-23,2026-04-24,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,BRASH Coffee Roasters - 1235 Chattahoochee Avenue Northwest,No,Disabled,1
148,2026-04-23,2026-04-25,Fermensch Kombucha,Fermensch Kombucha Apple Chai Cans 12oz *Seasonal Flavor*,LAX1,ilo WELLNESS  - 1207 Carlsbad Village Drive,No,Disabled,1
149,2026-04-23,2026-04-27,Monin,Monin Brilliance Concentrate & Neutral Base Pump,SEA1,Harbor Greens Market - 5225 Olympic Drive,No,Disabled,10
150,2026-04-23,2026-04-27,Smith Teamaker,Smith Tea No. 24 Big Hibiscus Tip Top 15 Sachets,AUS1,Bunkhouse Group - Hypsi - 347 West 20th Street,No,Disabled,8
151,2026-04-23,2026-04-24,WTRMLN WTR,WTRMLN WTR Original - 6 / 12 oz btl,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,3
152,2026-04-23,2026-04-27,Something & Nothing,Something & Nothing Hibiscus & Rose Seltzer - 11.15oz,EWR1,Black Rail Coffee - 800 Jackson Street,No,Disabled,1
153,2026-04-23,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Oren Roast - 343 Gold Street,No,Disabled,1
154,2026-04-23,2026-04-27,DaVinci Gourmet,Da Vinci Caramel Syrup 750 ml PLASTIC Bottle,MDT1,Frederick Coffee Co & Cafe - 100 North East Street,No,Disabled,4
155,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Sidecar Doughnuts - Costa Mesa - 270 East 17th Street,No,Disabled,5
156,2026-04-23,2026-04-24,Monin,Monin Pina Colada Smoothie 46oz,DFW1,White Rhino - ARLINGTON - 401 East Border St - Store #5,No,Disabled,1
157,2026-04-23,2026-04-24,Monin,Monin Dulce de Leche Sauce 64oz,DEN1,The Crazies 5 LLC - 4616 South Shields Street,No,Disabled,1
158,2026-04-23,2026-04-25,Perricone Farms,Perricone Lemonade Gallon,LAX1,Cocoa and Cream - 10139 Riverside Drive,No,Disabled,2
159,2026-04-23,2026-04-24,Torani,Torani Sugar Free Coconut Syrup 1L Plastic Bottle,EWR1,Reves Smoothie Bar LLC - 106 Quimby Street,No,Disabled,1
160,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Forum Coffee - 605 U.S. 202,No,Disabled,12
161,2026-04-23,2026-04-24,Rockview Family Farms,Rockview Organic Whole Milk 1/2 Gallon,LAX1,Junior Cookies - 2726 Main Street,No,Disabled,16
162,2026-04-23,2026-04-24,Urnex,Tabz Cleaning Tablets K61 120ct,ATL1,Lucky Goat Coffee - Dunwoody Park - 4343 Dunwoody Park,No,Disabled,1
163,2026-04-23,2026-04-24,Oregon Chai,Oregon Chai 1:1 SUGAR FREE Chai 32oz,DFW1,The Human Bean Corp - Midland - Carmen - 2007 North Big Spring Street,No,Disabled,2
164,2026-04-23,2026-04-24,Perricone Farms,Perricone Lemonade Gallon,LAX1,The Little Marionette - 3570 Motor Avenue,No,Disabled,3
165,2026-04-23,2026-04-24,Dis Burrito,Dis Burrito Breakfast Burrito - Bacon,ATL1,LTH - Midtown,No,Disabled,2
166,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Jasper - 327 Marine Avenue,No,Disabled,1
